,YEAR,Week,SEASON,PM_RETIRO,PM_VALLECAS,PM_CIUDADLINEAL,PM_CENTRO,DEW_POINT,HUMIDITY,PREASSURE,TEMPERATURE,WIND_SPEED,COMMULATIVE_PRECIPITATION,formatted_date,YearWeek
62,2011,10,1,0.0,0.0,0.0,94.48780487804878,-11.55952380952381,28.101190476190474,1019.3928571428571,13.374902419984391,27.147321428571434,0.0,2011100,62
63,2011,11,1,0.0,0.0,0.0,43.71739130434783,-11.297619047619047,29.208333333333332,1020.6369047619048,12.950429352068692,61.710357142857205,0.0,2011110,63
64,2011,12,1,0.0,0.0,0.0,25.782894736842106,-16.196428571428573,18.345238095238095,1026.0,13.71643247462919,64.84303571428575,0.0,2011120,64
65,2011,13,1,0.0,0.0,0.0,84.25694444444444,-5.160714285714286,37.732142857142854,1023.8095238095239,16.492583918813427,13.692500000000006,3.3,2011130,65
66,2011,14,1,0.0,0.0,0.0,116.25773195876289,-6.690476190476191,27.925595238095237,1018.75,18.966237314597976,33.103392857142865,0.0,2011140,66
67,2011,15,1,0.0,0.0,0.0,90.7741935483871,-3.5952380952380953,26.892857142857142,1012.0892857142857,21.961943793911015,26.293869047619058,0.0,2011150,67
68,2011,16,1,0.0,0.0,0.0,67.39344262295081,0.6309523809523809,44.851190476190474,1013.702380952381,19.29800936768151,26.351726190476185,3.4,2011160,68
69,2011,17,1,0.0,0.0,0.0,99.37086092715232,4.029761904761905,51.13095238095238,1004.8928571428571,20.43969555035129,39.11934523809524,0.7,2011170,69
70,2011,18,1,0.0,0.0,0.0,52.634730538922156,2.2261904761904763,42.375,1008.3869047619048,22.088797814207652,24.478988095238098,15.3,2011180,70
71,2011,19,1,0.0,0.0,0.0,47.660714285714285,0.875,32.404761904761905,1008.1607142857143,24.782006245120993,64.11363095238093,0.0,2011190,71
72,2011,20,1,0.0,0.0,0.0,76.57738095238095,4.339285714285714,39.404761904761905,1008.4404761904761,24.137978142076506,25.12755952380953,0.1,2011200,72
73,2011,21,1,0.0,0.0,0.0,98.55072463768116,12.345238095238095,54.92261904761905,1011.202380952381,26.221311475409852,57.054345238095244,3.4,2011210,73
74,2011,22,1,0.0,0.0,0.0,46.32298136645963,8.845238095238095,37.125,1004.5833333333334,28.58274785323966,33.16464285714288,0.0,2011220,74
75,2011,23,2,0.0,0.0,0.0,85.01818181818182,16.0,59.398809523809526,1001.0119047619048,28.504683840749408,9.652500000000002,13.9,2011230,75
76,2011,24,2,0.0,0.0,0.0,141.4404761904762,18.029761904761905,66.58333333333333,1005.4345238095239,28.255854800936753,9.917559523809516,9.5,2011240,76
77,2011,25,2,0.0,0.0,0.0,117.57142857142857,17.470238095238095,63.767857142857146,1003.797619047619,28.582747853239663,15.826607142857158,27.3,2011250,77
78,2011,26,2,0.0,0.0,0.0,140.60119047619048,20.422619047619047,73.17857142857143,1001.672619047619,29.056010928961758,7.790416666666674,9.4,2011260,78
79,2011,27,2,0.0,0.0,0.0,73.94047619047619,17.470238095238095,58.023809523809526,1000.8690476190476,29.792740046838407,12.709226190476196,34.1,2011270,79
80,2011,28,2,0.0,0.0,0.0,107.875,21.285714285714285,75.0952380952381,1005.8869047619048,29.065768930523042,12.371369047619051,18.5,2011280,80
81,2011,29,2,0.0,0.0,0.0,147.45833333333334,23.24404761904762,85.51190476190476,1002.702380952381,28.802302888368455,10.134821428571435,49.8,2011290,81
82,2011,30,2,0.0,0.0,0.0,88.22560975609755,23.375,83.43452380952381,1002.3214285714286,29.421935987509762,10.08053571428572,50.5,2011300,82
83,2011,31,2,0.0,0.0,0.0,114.14516129032258,22.232142857142858,78.36904761904762,1005.6785714285714,29.36826697892272,18.929583333333333,0.0,2011310,83
84,2011,32,2,0.0,0.0,0.0,121.5,23.61904761904762,79.70833333333333,1003.1428571428571,30.305035128805635,12.08547619047619,74.1,2011320,84
85,2011,33,2,0.0,0.0,0.0,60.18674698795181,20.583333333333332,77.3452380952381,1008.2380952380952,28.29488680718189,11.502559523809527,11.5,2011330,85
86,2011,34,2,0.0,0.0,0.0,95.44776119402985,19.74404761904762,80.6547619047619,1012.4583333333334,26.865339578454307,6.438571428571428,102.3,2011340,86
87,2011,35,2,0.0,0.0,0.0,113.07185628742515,19.50595238095238,76.35714285714286,1009.8035714285714,27.52400468384075,8.003630952380952,5.7,2011350,87
88,2011,36,3,0.0,0.0,0.0,70.0297619047619,14.970238095238095,75.80952380952381,1014.8630952380952,23.903786104605768,11.349583333333342,10.6,2011360,88
89,2011,37,3,0.0,0.0,0.0,87.7797619047619,12.613095238095237,72.23214285714286,1015.3809523809524,22.786494925839207,9.225833333333334,2.4,2011370,89
90,2011,38,3,0.0,0.0,0.0,98.70238095238095,8.541666666666666,60.95238095238095,1016.8809523809524,22.166861826697907,9.376428571428583,0.0,2011380,90
91,2011,39,3,0.0,0.0,0.0,122.62275449101796,6.4523809523809526,57.07142857142857,1020.9702380952381,21.244730679156916,15.696190476190468,0.0,2011390,91
92,2011,40,3,0.0,0.0,0.0,218.53623188405797,7.845238095238095,66.20833333333333,1019.1428571428571,20.02010148321623,7.108392857142852,0.0,2011400,92
93,2011,41,3,0.0,0.0,0.0,78.1437125748503,7.041666666666667,56.19642857142857,1015.7797619047619,21.313036690085887,21.569999999999997,5.9,2011410,93
94,2011,42,3,0.0,0.0,0.0,191.21428571428572,8.410714285714286,79.17857142857143,1021.0416666666666,17.780640124902426,4.707619047619043,1.0,2011420,94
95,2011,43,3,0.0,0.0,0.0,156.61428571428573,2.9166666666666665,73.31547619047619,1024.672619047619,14.414129586260726,5.36363095238095,0.0,2011430,95
96,2011,44,3,0.0,0.0,0.0,105.86144578313252,6.642857142857143,72.45238095238095,1025.404761904762,17.25370804059328,8.365119047619052,0.4,2011440,96
97,2011,45,3,0.0,0.0,0.0,64.19642857142857,-2.505952380952381,52.125,1022.4464285714286,14.384855581576893,11.485416666666666,0.0,2011450,97
98,2011,46,3,0.0,0.0,0.0,122.04819277108433,-1.375,66.69047619047619,1024.0892857142858,11.838017174082754,18.484583333333326,8.7,2011460,98
99,2011,47,3,0.0,0.0,0.0,170.54761904761904,-6.482142857142857,61.148809523809526,1025.970238095238,8.432474629195937,32.3618452380953,0.0,2011470,99
100,2011,48,3,0.0,0.0,0.0,166.81437125748502,-6.107142857142857,66.82142857142857,1029.4107142857142,7.7884465261514375,5.402797619047611,2.9,2011480,100
101,2011,49,4,0.0,0.0,0.0,117.48809523809524,-9.571428571428571,57.57142857142857,1032.5833333333333,6.959016393442624,46.17136904761906,0.3,2011490,101
102,2011,50,4,0.0,0.0,0.0,60.20238095238095,-14.648809523809524,42.98809523809524,1032.7559523809523,5.329430132708817,54.70303571428576,0.0,2011500,102
103,2011,51,4,0.0,0.0,0.0,54.796407185628745,-16.333333333333332,36.56547619047619,1029.625,5.568501170960185,16.144761904761904,0.0,2011510,103
104,2011,52,4,0.0,0.0,0.0,128.75147928994082,-12.421875,56.505208333333336,1033.6354166666667,3.9023224043715836,27.65067708333336,0.0,2011520,104
105,2012,1,4,0.0,0.0,0.0,89.43229166666667,-14.270833333333334,52.53125,1031.4010416666667,3.565061475409833,48.99437500000001,0.0,2012010,105
106,2012,2,4,0.0,0.0,0.0,132.3798449612403,-13.946428571428571,49.95238095238095,1029.2142857142858,4.2316549570647926,10.584166666666679,0.0,2012020,106
107,2012,3,4,0.0,0.0,0.0,202.09022556390977,-14.178571428571429,52.529761904761905,1029.2440476190477,3.7047228727556583,22.042380952380956,0.0,2012030,107
108,2012,4,4,0.0,0.0,0.0,84.83928571428571,-18.702380952380953,38.517857142857146,1027.2619047619048,2.880171740827476,10.893750000000008,0.0,2012040,108
109,2012,5,4,0.0,0.0,0.0,68.85714285714286,-19.726190476190474,36.520833333333336,1028.3095238095239,3.0362997658079642,15.156785714285702,0.0,2012050,109
110,2012,6,4,0.0,0.0,0.0,53.82142857142857,-19.785714285714285,31.392857142857142,1027.6607142857142,4.426814988290398,47.21755952380955,0.0,2012060,110
111,2012,7,4,0.0,0.0,0.0,79.11309523809524,-17.31547619047619,35.666666666666664,1027.9940476190477,5.539227166276342,51.891726190476206,0.0,2012070,111
112,2012,8,4,0.0,0.0,0.0,90.61309523809524,-13.714285714285714,39.80357142857143,1023.702380952381,7.271272443403588,12.311964285714282,0.0,2012080,112
113,2012,9,1,0.0,0.0,0.0,174.2125,-5.946428571428571,64.47619047619048,1023.8154761904761,8.022638563622172,12.188095238095242,0.8,2012090,113
114,2012,10,1,0.0,0.0,0.0,53.93413173652694,-15.011904761904763,33.50595238095238,1023.8392857142857,8.671545667447308,59.69160714285712,0.0,2012100,114
115,2012,11,1,0.0,0.0,0.0,119.2874251497006,-7.220238095238095,53.5,1021.125,10.779274004683835,12.94261904761905,10.1,2012110,115
116,2012,12,1,0.0,0.0,0.0,110.48214285714286,-4.755952380952381,50.98809523809524,1021.1190476190476,13.028493364558937,23.745535714285705,0.0,2012120,116
117,2012,13,1,0.0,0.0,0.0,66.1547619047619,-7.976190476190476,28.428571428571427,1019.077380952381,16.819476971116305,49.90755952380955,0.0,2012130,117
118,2012,14,1,0.0,0.0,0.0,36.523809523809526,-10.19047619047619,21.50595238095238,1015.0595238095239,18.346604215456676,32.54505952380956,0.0,2012140,118
119,2012,15,1,0.0,0.0,0.0,60.80357142857143,-0.38095238095238093,32.470238095238095,1009.2619047619048,22.640124902419984,28.01291666666665,0.6,2012150,119
120,2012,16,1,0.0,0.0,0.0,129.85714285714286,8.041666666666666,65.86309523809524,1010.8869047619048,20.420179547228745,22.76785714285714,15.1,2012160,120
121,2012,17,1,0.0,0.0,0.0,115.5688622754491,2.6726190476190474,49.392857142857146,1006.0535714285714,20.57142857142858,34.35869047619048,24.1,2012170,121
122,2012,18,1,0.0,0.0,0.0,120.91616766467065,9.321428571428571,52.398809523809526,1008.0952380952381,25.079625292740058,10.871428571428568,0.0,2012180,122
123,2012,19,1,0.0,0.0,0.0,122.7797619047619,10.238095238095237,55.56547619047619,1009.1785714285714,24.40632318501173,17.202916666666674,4.9,2012190,123
124,2012,20,1,0.0,0.0,0.0,66.06474820143885,6.779761904761905,44.095238095238095,1007.0654761904761,25.377244340359102,31.052678571428608,14.6,2012200,124
125,2012,21,1,0.0,0.0,0.0,73.73469387755102,8.75,45.75,1009.4880952380952,26.29937548790008,13.801369047619042,0.0,2012210,125
126,2012,22,1,0.0,0.0,0.0,92.01204819277109,12.797619047619047,61.357142857142854,1011.8809523809524,25.274785323965652,13.260416666666666,19.5,2012220,126
127,2012,23,2,0.0,0.0,0.0,83.25595238095238,14.160714285714286,54.92857142857143,1001.0059523809524,28.290007806401242,12.134821428571431,3.6,2012230,127
128,2012,24,2,0.0,0.0,0.0,35.864197530864196,11.476190476190476,48.68452380952381,1001.4285714285714,27.62646370023418,8.821428571428571,0.7,2012240,128
129,2012,25,2,0.0,0.0,0.0,164.92638036809817,19.303571428571427,71.63095238095238,1002.4345238095239,28.211943793911036,12.348392857142864,22.6,2012250,129
130,2012,26,2,0.0,0.0,0.0,95.98787878787878,20.571428571428573,79.98214285714286,1006.2440476190476,27.74355971896952,11.40321428571429,52.0,2012260,130
131,2012,27,2,0.0,0.0,0.0,98.33333333333333,19.946428571428573,69.07142857142857,1000.547619047619,29.621975019516018,9.544583333333337,10.3,2012270,131
132,2012,28,2,0.0,0.0,0.0,46.94578313253012,20.785714285714285,74.28571428571429,1000.4166666666666,29.095042935206873,6.574940476190464,37.2,2012280,132
133,2012,29,2,0.0,0.0,0.0,107.79518072289157,21.75595238095238,73.60714285714286,1005.0416666666666,30.012295081967235,24.868988095238098,223.0,2012290,133
134,2012,30,2,0.0,0.0,0.0,69.49253731343283,23.13095238095238,81.51785714285714,1004.3452380952381,29.53903200624515,12.244345238095239,20.6,2012300,134
135,2012,31,2,0.0,0.0,0.0,33.13636363636363,21.547619047619047,82.79761904761905,1007.2916666666666,28.0167837626854,9.141785714285712,65.9,2012310,135
136,2012,32,2,0.0,0.0,0.0,70.11764705882354,22.607142857142858,78.66666666666667,1006.4107142857143,29.597580015612824,9.812440476190469,21.2,2012320,136
137,2012,33,2,0.0,0.0,0.0,80.81896551724138,19.357142857142858,75.79761904761905,1007.6369047619048,27.577673692427783,16.486428571428565,7.0,2012330,137
138,2012,34,2,0.0,0.0,0.0,86.43939393939394,15.202380952380953,64.07738095238095,1012.1369047619048,26.71409055425447,10.530357142857138,11.3,2012340,138
139,2012,35,2,0.0,0.0,0.0,124.1547619047619,21.529761904761905,78.14880952380952,1007.7440476190476,28.914519906323232,8.594226190476183,45.0,2012350,139
140,2012,36,3,0.0,0.0,0.0,56.535714285714285,13.886904761904763,68.51785714285714,1015.2619047619048,24.518540202966456,12.16011904761906,19.9,2012360,140
141,2012,37,3,0.0,0.0,0.0,53.92168674698795,12.041666666666666,65.79761904761905,1015.0297619047619,23.78669008587041,9.538333333333341,6.4,2012370,141
142,2012,38,3,0.0,0.0,0.0,86.63690476190476,12.642857142857142,64.17261904761905,1011.5595238095239,24.69418423106949,6.4857142857142795,0.0,2012380,142
143,2012,39,3,0.0,0.0,0.0,32.092592592592595,8.166666666666666,59.291666666666664,1017.8333333333334,22.45472287275567,30.981607142857158,42.4,2012390,143
144,2012,40,3,0.0,0.0,0.0,78.61077844311377,8.261904761904763,62.57142857142857,1017.422619047619,21.522833723653395,5.927499999999993,0.0,2012400,144
145,2012,41,3,0.0,0.0,0.0,110.01785714285714,6.017857142857143,62.976190476190474,1016.7738095238095,19.151639344262243,27.43821428571428,2.0,2012410,145
146,2012,42,3,0.0,0.0,0.0,93.63855421686748,3.4226190476190474,64.24404761904762,1018.75,17.126854020296648,21.861011904761895,11.7,2012420,146
147,2012,43,3,0.0,0.0,0.0,123.13095238095238,4.279761904761905,65.43452380952381,1017.5714285714286,17.736729117876664,12.85535714285713,0.1,2012430,147
148,2012,44,3,0.0,0.0,0.0,74.90419161676647,-0.6190476190476191,63.291666666666664,1019.4404761904761,13.794496487119435,32.46892857142857,75.8,2012440,148
149,2012,45,3,0.0,0.0,0.0,60.267857142857146,-2.386904761904762,57.785714285714285,1020.1666666666666,12.823575331772055,96.65613095238089,7.0,2012450,149
150,2012,46,3,0.0,0.0,0.0,75.39880952380952,-8.202380952380953,49.18452380952381,1021.2797619047619,10.223067915690867,59.75452380952387,3.4,2012460,150
151,2012,47,3,0.0,0.0,0.0,135.22297297297297,-7.744047619047619,54.101190476190474,1022.5595238095239,9.354605776736927,12.357857142857142,0.0,2012470,151
152,2012,48,3,0.0,0.0,0.0,96.48192771084338,-12.922619047619047,48.24404761904762,1022.8988095238095,6.417447306791564,27.687797619047625,0.0,2012480,152
153,2012,49,4,0.0,0.0,0.0,47.047904191616766,-18.660714285714285,36.857142857142854,1023.9821428571429,3.6071428571428545,75.43291666666669,0.0,2012490,153
154,2012,50,4,0.0,0.0,0.0,177.39880952380952,-5.440476190476191,80.27380952380952,1027.6369047619048,5.739266198282591,18.74738095238095,6.8,2012500,154
155,2012,51,4,0.0,0.0,0.0,103.85714285714286,-14.511904761904763,54.345238095238095,1032.9464285714287,2.699648711943792,41.43553571428572,0.8,2012510,155
156,2012,52,4,0.0,0.0,0.0,70.83333333333333,-17.223958333333332,50.697916666666664,1030.71875,1.2042349726775974,25.91338541666668,1.7,2012520,156
157,2013,1,4,45.666666666666664,36.9375,44.3125,55.63186813186813,-21.682291666666668,30.765625,1027.9739583333333,3.095457650273223,65.34390625,0.0,2013010,157
158,2013,2,4,0.0,0.0,0.0,271.8433734939759,-12.898809523809524,63.76190476190476,1026.625,2.4020296643247474,8.812619047619055,0.0,2013020,158
159,2013,3,4,141.24719101123594,0.0,142.1818181818182,168.62048192771084,-10.392857142857142,64.51190476190476,1030.1904761904761,4.329234972677591,9.967083333333353,2.0,2013030,159
160,2013,4,4,152.09036144578315,0.0,156.47305389221557,184.64285714285714,-9.988095238095237,70.54166666666667,1025.595238095238,3.860850897736141,8.209702380952391,0.0,2013040,160
161,2013,5,4,194.40993788819875,0.0,194.16770186335404,221.63473053892216,-6.714285714285714,77.26785714285714,1025.4166666666667,5.47580015612802,7.124226190476189,3.3,2013050,161
162,2013,6,4,69.55625,0.0,66.8,78.01785714285714,-15.720238095238095,49.19642857142857,1029.892857142857,3.2021857923497223,16.059166666666663,1.1,2013060,162
163,2013,7,4,113.14634146341463,0.0,109.13253012048193,126.0059880239521,-11.964285714285714,51.339285714285715,1025.3630952380952,6.310109289617481,13.118690476190485,0.0,2013070,163
164,2013,8,4,106.26875,0.0,101.75316455696202,131.19642857142858,-13.55952380952381,43.851190476190474,1027.9375,6.915105386416856,9.209226190476196,0.0,2013080,164
165,2013,9,1,147.4496644295302,0.0,144.66206896551725,143.29166666666666,-11.470238095238095,46.13095238095238,1023.5119047619048,9.300936768149882,23.226904761904752,0.7,2013090,165
166,2013,10,1,136.70807453416148,176.95454545454547,135.07407407407408,154.8855421686747,-8.791666666666666,38.23809523809524,1014.5119047619048,13.20901639344262,18.35226190476191,0.0,2013100,166
167,2013,11,1,160.06626506024097,170.48466257668713,156.9578313253012,183.16867469879517,-3.1726190476190474,57.51190476190476,1020.1488095238095,12.106362217017958,9.986666666666672,5.2,2013110,167
168,2013,12,1,62.976190476190474,69.04242424242425,58.041666666666664,67.77380952380952,-6.934523809523809,51.73511904761905,1015.4583333333334,10.993950039032008,21.72363095238096,10.3,2013120,168
169,2013,13,1,103.34131736526946,107.98148148148148,105.26785714285714,118.73652694610779,-5.315476190476191,48.654761904761905,1018.4583333333334,13.062646370023407,18.732202380952383,0.0,2013130,169
170,2013,14,1,77.02380952380952,76.4753086419753,74.42514970059881,82.04790419161677,-3.375,46.05059523809524,1014.7738095238095,15.097189695550359,28.38369047619047,6.2,2013140,170
