,YM,SEASON,PM_RETIRO,PM_VALLECAS,PM_CIUDADLINEAL,PM_CENTRO,DEW_POINT,HUMIDITY,PREASSURE,TEMPERATURE,WIND_SPEED,COMMULATIVE_PRECIPITATION,log_PM_CENTRO
46,2013-11,3,82.91782729805014,83.77202797202797,83.3444909344491,90.7033426183844,-10.652777777777779,35.727777777777774,1022.5847222222222,12.421220400728572,47.54283333333328,0.0,4.5075942100074435
47,2013-12,4,86.88308115543329,92.05135520684736,89.36901408450704,98.50552486187846,-16.877688172043012,31.78494623655914,1025.8306451612902,7.333597743698193,36.23814516129037,0.0,4.590112636573369
48,2014-01,4,105.80359612724757,103.22531293463143,106.81051175656985,118.77340569877883,-15.60752688172043,37.96370967741935,1025.9690860215053,6.824607791292074,19.930000000000003,0.0,4.7772175241142705
49,2014-02,4,145.76424050632912,139.406050955414,146.9261006289308,174.5949177877429,-12.168154761904763,48.13392857142857,1028.373511904762,6.998048399687732,16.920446428571424,3.5,5.162468535236977
50,2014-03,1,99.28900949796473,101.31972789115646,99.64945652173913,110.47375504710632,-9.206989247311828,32.09274193548387,1019.4301075268817,15.413537810682135,15.038225806451639,0.5,4.704777981861715
51,2014-04,1,89.62320916905445,96.9185667752443,86.10656934306569,95.14225941422595,1.6611111111111112,41.9625,1016.0625,21.38069216757734,14.069541666666652,13.7,4.5553732390322805
52,2014-05,1,63.58169014084507,59.332421340629274,63.27729885057471,72.2398921832884,6.778225806451613,43.850806451612904,1007.0483870967741,25.289264939185593,30.812674731182767,28.1,4.27999241662822
53,2014-06,2,57.805865921787706,63.711888111888115,56.72370266479663,59.04836415362731,15.941666666666666,60.97083333333333,1005.675,27.928961748633892,9.542694444444463,49.7,4.078356839526829
54,2014-07,2,99.49324324324324,97.75495750708215,83.14944134078212,89.64179104477611,19.202956989247312,61.49731182795699,1004.114247311828,30.56094658910627,18.304072580645173,33.3,4.495821629152309
55,2014-08,2,69.51296043656207,69.86103542234332,60.49728997289973,62.81582537517053,17.892473118279568,65.21639784946237,1008.1774193548387,28.722192843292785,7.831922043010776,13.1,4.140207038148302
56,2014-09,3,67.62709497206704,71.47140864714086,64.52691218130312,70.25874125874125,14.204166666666667,70.45277777777778,1014.3138888888889,24.380464480874238,7.189319444444459,31.8,4.252184731202407
57,2014-10,3,116.90612244897959,145.51823416506718,135.2853185595568,140.69313593539704,6.346774193548387,68.04569892473118,1020.2741935483871,18.50934249955929,8.272661290322597,12.6,4.94658117782297
58,2014-11,3,82.00421348314607,124.49367088607595,105.81159420289855,104.19121813031161,-5.658333333333333,51.32222222222222,1023.5305555555556,12.226548269584466,24.537513888888913,0.5,4.646227846787859
59,2014-12,4,52.825842696629216,84.87361111111112,75.39722222222223,78.60893854748603,-15.557795698924732,36.98118279569893,1027.592741935484,6.410364886303533,61.967217741935364,0.0,4.3644854149475005
60,2015-01,4,101.34662998624484,124.56150506512301,108.04768392370572,107.914749661705,-13.762096774193548,42.94758064516129,1027.9690860215053,6.486382866208347,12.031115591397876,0.2,4.68134156043532
61,2015-02,4,108.68018018018019,112.04362416107382,100.71300448430493,96.73723723723724,-12.459821428571429,41.592261904761905,1024.4449404761904,8.345872365339552,29.46230654761906,3.4,4.571998408347763
62,2015-03,1,93.81532147742818,103.3903133903134,94.00692520775624,89.4002808988764,-9.036339165545087,34.96769851951548,1020.92866756393,14.348476490964845,27.554333781964996,6.5,4.493123824220129
63,2015-04,1,77.11001410437235,82.91076923076923,77.52966714905934,78.85513361462729,2.3541666666666665,46.609722222222224,1014.9069444444444,20.310564663023648,21.467305555555544,14.3,4.36761241737252
64,2015-05,1,59.757363253856944,66.04954954954955,59.28055555555556,60.12837837837838,7.264784946236559,45.13575268817204,1007.4610215053764,25.19121276220692,25.16528225806452,27.4,4.096481916092747
65,2015-06,2,66.0975954738331,56.27181688125894,63.86816269284712,54.3974358974359,14.947148817802503,59.11961057023644,1004.3713490959666,27.79880982238533,14.002364394993064,9.6,3.996317018512733
66,2015-07,2,69.4910591471802,60.62818336162988,57.18646408839779,55.08355795148248,19.150537634408604,67.00940860215054,1005.2782258064516,29.350167459897754,8.06396505376347,28.4,4.008851267843253
67,2015-08,2,49.45861601085482,65.88179669030733,41.849726775956285,44.64737550471063,19.45222072678331,70.35531628532975,1007.3956931359354,28.745140436423025,7.6019919246299095,31.8,3.7987955263051423
68,2015-09,3,54.24084507042254,53.357142857142854,52.057437407952875,47.08926080892608,14.5625,72.45555555555555,1015.3472222222222,24.301912568305973,12.558611111111148,20.0,3.8520449667214716
69,2015-10,3,80.73324213406293,26.647058823529413,85.95414201183432,74.60251046025104,4.78494623655914,60.68817204301075,1019.7150537634409,18.908161466596198,35.92411290322576,8.1,4.312174158925675
70,2015-11,3,127.21529745042493,75.05357142857143,130.70424597364567,124.82222222222222,-0.56884561891516,75.95844155844156,1029.0311688311688,9.948425636699398,13.798358831710717,999990.0,4.826890502762113
71,2015-12,4,162.7363387978142,183.9057239057239,162.21369863013697,161.72853185595568,-7.293405114401077,65.39165545087484,1028.135935397039,7.067405070273362,34.12866756393001,0.7,5.085919200343348
