,date,SEASON,PM_RETIRO,PM_VALLECAS,PM_CIUDADLINEAL,PM_CENTRO,DEW_POINT,HUMIDITY,TEMPERATURE,WIND_SPEED,PRECIPITAITON,COMMULATIVE_PRECIPITATION,log_pmcentro,log_dewpoint,log_humidity,log_temperature,log_wind,log_precipitation,log_cumprecipitation,Date,Day of Week,year,month
69,11 00:00:00,1,,,,5.172139820372122,,3.9186675481468147,2.23899330025257,1.5012957538143976,0.0,0.0,5.172139820372122,,3.9186675481468147,2.23899330025257,1.5012957538143976,0.0,0.0,2010-03-11,3,2010,3
70,12 00:00:00,1,,,,3.7756303805225913,,3.2003723533036412,2.49453681541514,3.271025419192957,0.0,0.0,3.7756303805225913,,3.2003723533036412,2.49453681541514,3.271025419192957,0.0,0.0,2010-03-12,4,2010,3
71,13 00:00:00,1,,,,4.100575111972737,,3.6982107815428207,2.2955934955233244,3.0776770173632513,0.0,0.0,4.100575111972737,,3.6982107815428207,2.2955934955233244,3.0776770173632513,0.0,0.0,2010-03-13,5,2010,3
72,14 00:00:00,1,,,,4.461588457510067,,4.389808775115936,2.0513877538766714,2.3360198690802827,2.4069451083182885,2.4069451083182885,4.461588457510067,,4.389808775115936,2.0513877538766714,2.3360198690802827,2.4069451083182885,2.4069451083182885,2010-03-14,6,2010,3
73,15 00:00:00,1,,,,4.139158578011894,,3.7964250806770994,2.18285343870148,4.112559600990217,0.0,0.0,4.139158578011894,,3.7964250806770994,2.18285343870148,4.112559600990217,0.0,0.0,2010-03-15,0,2010,3
74,16 00:00:00,1,,,,4.172462341486053,,3.845705124390497,2.0773902589092783,1.396863312469125,0.0,0.0,4.172462341486053,,3.845705124390497,2.0773902589092783,1.396863312469125,0.0,0.0,2010-03-16,1,2010,3
75,17 00:00:00,1,,,,3.7033574732945898,,3.479957215522803,2.305858418339015,2.773733899607138,0.0,0.0,3.7033574732945898,,3.479957215522803,2.305858418339015,2.773733899607138,0.0,0.0,2010-03-17,2,2010,3
76,18 00:00:00,1,,,,5.104429173382616,,4.31637638468362,2.085909649336328,1.5770868822164408,0.0,0.0,5.104429173382616,,4.31637638468362,2.085909649336328,1.5770868822164408,0.0,0.0,2010-03-18,3,2010,3
77,19 00:00:00,1,,,,5.420534999272286,1.0266387890430206,4.4238481295272205,2.4123212673805576,1.1091125233019763,0.0,0.0,5.420534999272286,1.0266387890430206,4.4238481295272205,2.4123212673805576,1.1091125233019763,0.0,0.0,2010-03-19,4,2010,3
78,20 00:00:00,1,,,,5.08731571224752,,3.7737183340509657,2.5860574975421593,4.419427784772042,0.0,0.0,5.08731571224752,,3.7737183340509657,2.5860574975421593,4.419427784772042,0.0,0.0,2010-03-20,5,2010,3
79,21 00:00:00,1,,,,4.25620355178519,,3.6221162379542537,2.6164580552979513,2.939426437342896,0.0,0.0,4.25620355178519,,3.6221162379542537,2.6164580552979513,2.939426437342896,0.0,0.0,2010-03-21,6,2010,3
80,22 00:00:00,1,,,,5.078158487100849,,3.5385409431730324,2.683992632730208,3.5740179279397357,0.0,0.0,5.078158487100849,,3.5385409431730324,2.683992632730208,3.5740179279397357,0.0,0.0,2010-03-22,0,2010,3
81,23 00:00:00,1,,,,3.9866665484239117,,3.5336865647082343,2.6263896097684483,3.3612864303493146,0.0,0.0,3.9866665484239117,,3.5336865647082343,2.6263896097684483,3.3612864303493146,0.0,0.0,2010-03-23,1,2010,3
82,24 00:00:00,1,,,,4.125789394929758,,3.7669972333778885,2.5731126681006975,2.9957531066703136,1.6863989535702288,1.6863989535702288,4.125789394929758,,3.7669972333778885,2.5731126681006975,2.9957531066703136,1.6863989535702288,1.6863989535702288,2010-03-24,2,2010,3
83,25 00:00:00,1,,,,3.435330388031614,,3.6930374642626,2.412321267380558,2.6218869492012824,0.0,0.0,3.435330388031614,,3.6930374642626,2.412321267380558,2.6218869492012824,0.0,0.0,2010-03-25,3,2010,3
84,26 00:00:00,1,,,,4.241326752570746,,3.5028008484422695,2.557354384244092,2.249140363120977,0.0,0.0,4.241326752570746,,3.5028008484422695,2.557354384244092,2.249140363120977,0.0,0.0,2010-03-26,4,2010,3
85,27 00:00:00,1,,,,4.243123698247448,,3.5812014403157475,2.516836769486256,2.8024256007012807,0.0,0.0,4.243123698247448,,3.5812014403157475,2.516836769486256,2.8024256007012807,0.0,0.0,2010-03-27,5,2010,3
86,28 00:00:00,1,,,,4.302938332521579,,3.741630019499465,2.5599980700221883,2.6723942377828096,0.0,0.0,4.302938332521579,,3.741630019499465,2.5599980700221883,2.6723942377828096,0.0,0.0,2010-03-28,6,2010,3
87,29 00:00:00,1,,,,5.40211416022968,-0.23361485118150507,4.0950387656515765,2.621436161954303,2.4287036617363813,0.5306282510621704,0.5306282510621704,5.40211416022968,-0.23361485118150507,4.0950387656515765,2.621436161954303,2.4287036617363813,0.5306282510621704,0.5306282510621704,2010-03-29,0,2010,3
88,30 00:00:00,1,,,,5.528105460580915,2.0149030205422647,4.467821994836868,2.676971118136268,2.270750369474027,1.589235205116581,1.3862943611198906,5.528105460580915,2.0149030205422647,4.467821994836868,2.676971118136268,2.270750369474027,1.589235205116581,1.3862943611198906,2010-03-30,1,2010,3
89,31 00:00:00,1,,,,4.728272383122075,0.9808292530117263,4.085275787128891,2.8149668823552103,2.388112730898152,0.0,0.0,4.728272383122075,0.9808292530117263,4.085275787128891,2.8149668823552103,2.388112730898152,0.0,0.0,2010-03-31,2,2010,3
90,01 00:00:00,1,,,,3.3273224825778955,,2.7273080177066245,2.686322224241762,4.819454610868976,0.0,0.0,3.3273224825778955,,2.7273080177066245,2.686322224241762,4.819454610868976,0.0,0.0,2010-04-01,3,2010,4
91,02 00:00:00,1,,,,3.453947947047684,,3.1153654484985362,2.5599980700221883,3.653381801760779,0.0,0.0,3.453947947047684,,3.1153654484985362,2.5599980700221883,3.653381801760779,0.0,0.0,2010-04-02,4,2010,4
92,03 00:00:00,1,,,,4.671659927256925,,3.5600986642480112,2.643535966251388,3.0883874167142635,0.0,0.0,4.671659927256925,,3.5600986642480112,2.643535966251388,3.0883874167142635,0.0,0.0,2010-04-03,5,2010,4
93,04 00:00:00,1,,,,4.821289122365337,,3.5115454388310208,2.9398266907939234,1.972633219196067,0.0,0.0,4.821289122365337,,3.5115454388310208,2.9398266907939234,1.972633219196067,0.0,0.0,2010-04-04,6,2010,4
94,05 00:00:00,1,,,,4.852355731782539,0.9963334395476914,4.001254139156089,2.8046842268718466,2.3483946290253397,1.0296194171811581,1.0296194171811581,4.852355731782539,0.9963334395476914,4.001254139156089,2.8046842268718466,2.3483946290253397,1.0296194171811581,1.0296194171811581,2010-04-05,0,2010,4
95,06 00:00:00,1,,,,3.0583157598557587,,3.092934601510354,2.78379617526017,2.8366876936645298,0.0,0.0,3.0583157598557587,,3.092934601510354,2.78379617526017,2.8366876936645298,0.0,0.0,2010-04-06,1,2010,4
96,07 00:00:00,1,,,,4.5512418439625355,,3.439349147626532,2.8531042059051037,3.2646137165420543,0.0,0.0,4.5512418439625355,,3.439349147626532,2.8531042059051037,3.2646137165420543,0.0,0.0,2010-04-07,2,2010,4
97,08 00:00:00,1,,,,4.684058381314802,0.6286086594223741,3.6867939476229146,2.9718146338186124,4.695901717945695,0.0,0.0,4.684058381314802,0.6286086594223741,3.6867939476229146,2.9718146338186124,4.695901717945695,0.0,0.0,2010-04-08,3,2010,4
98,09 00:00:00,1,,,,4.424347505317873,1.1786549963416462,4.004298281537317,2.817010786103991,2.955105572462733,0.0,0.0,4.424347505317873,1.1786549963416462,4.004298281537317,2.817010786103991,2.955105572462733,0.0,0.0,2010-04-09,4,2010,4
99,10 00:00:00,1,,,,3.5275852645120573,,3.382976835548627,2.7880088363052273,2.8700036929924893,0.0,0.0,3.5275852645120573,,3.382976835548627,2.7880088363052273,2.8700036929924893,0.0,0.0,2010-04-10,5,2010,4
100,11 00:00:00,1,,,,4.259152536523347,0.22314355131420976,4.187759006861526,2.5413437956836122,3.8974506762448886,0.7419373447293773,0.7419373447293773,4.259152536523347,0.22314355131420976,4.187759006861526,2.5413437956836122,3.8974506762448886,0.7419373447293773,0.7419373447293773,2010-04-11,6,2010,4
101,12 00:00:00,1,,,,3.7954891891721947,,3.817712325956905,2.5937447183009508,4.095288560959499,0.09531017980432493,0.09531017980432493,3.7954891891721947,,3.817712325956905,2.5937447183009508,4.095288560959499,0.09531017980432493,0.09531017980432493,2010-04-12,0,2010,4
102,13 00:00:00,1,,,,3.1763162104494045,,2.9311937524164198,2.5493811319898763,5.162845998148677,0.0,0.0,3.1763162104494045,,2.9311937524164198,2.5493811319898763,5.162845998148677,0.0,0.0,2010-04-13,1,2010,4
103,14 00:00:00,1,,,,4.023862487183681,,3.4901744180694574,2.5988368975496345,2.152440267895312,0.0,0.0,4.023862487183681,,3.4901744180694574,2.5988368975496345,2.152440267895312,0.0,0.0,2010-04-14,2,2010,4
104,15 00:00:00,1,,,,5.179439982310617,0.5355182363563623,4.2243976904702984,2.5305258624048617,3.942342036421923,0.0,0.0,5.179439982310617,0.5355182363563623,4.2243976904702984,2.5305258624048617,3.942342036421923,0.0,0.0,2010-04-15,3,2010,4
105,16 00:00:00,1,,,,5.3230099791384085,1.3217558399823195,4.2262252876893225,2.681657601547365,2.7975607673299705,0.0,0.0,5.3230099791384085,1.3217558399823195,4.2262252876893225,2.681657601547365,2.7975607673299705,0.0,0.0,2010-04-16,4,2010,4
106,17 00:00:00,1,,,,5.026344587801436,1.4759065198095778,4.247304056679206,2.681657601547365,4.2831554344558045,0.0,0.0,5.026344587801436,1.4759065198095778,4.247304056679206,2.681657601547365,4.2831554344558045,0.0,0.0,2010-04-17,5,2010,4
107,18 00:00:00,1,,,,5.481680047850402,2.009331975492809,4.1647253589839,2.927105260191341,1.1644520461636527,0.0,0.0,5.481680047850402,2.009331975492809,4.1647253589839,2.927105260191341,1.1644520461636527,0.0,0.0,2010-04-18,6,2010,4
108,19 00:00:00,1,,,,5.295814236329918,2.192584197779717,4.195948029002214,2.9559485604159015,2.8000974876979114,0.3364722366212129,0.3364722366212129,5.295814236329918,2.192584197779717,4.195948029002214,2.9559485604159015,2.8000974876979114,0.3364722366212129,0.3364722366212129,2010-04-19,0,2010,4
109,20 00:00:00,1,,,,4.385146762010125,1.6094379124341003,4.035714477770696,2.9416308986950237,2.005694081456955,0.0,0.0,4.385146762010125,1.6094379124341003,4.035714477770696,2.9416308986950237,2.005694081456955,0.0,0.0,2010-04-20,1,2010,4
110,21 00:00:00,1,,,,3.6635616461296463,1.1657515915057381,3.939151672816399,2.8589951234633695,2.688640829804087,0.1823215567939546,0.1823215567939546,3.6635616461296463,1.1657515915057381,3.939151672816399,2.8589951234633695,2.688640829804087,0.1823215567939546,0.1823215567939546,2010-04-21,2,2010,4
111,22 00:00:00,1,,,,3.677354968261982,1.8458266904983307,4.327438444389479,2.7295835345836528,2.5906420951509,1.6863989535702288,1.589235205116581,3.677354968261982,1.8458266904983307,4.327438444389479,2.7295835345836528,2.5906420951509,1.6863989535702288,1.589235205116581,2010-04-22,3,2010,4
112,23 00:00:00,1,,,,3.5115454388310208,,3.7396517794873594,2.912365513637503,2.3781949129999647,0.0,0.0,3.5115454388310208,,3.7396517794873594,2.912365513637503,2.3781949129999647,0.0,0.0,2010-04-23,4,2010,4
113,24 00:00:00,1,,,,4.485823428355525,0.8472978603872034,3.5823608607354824,3.060462886896411,3.5947061278466745,0.0,0.0,4.485823428355525,0.8472978603872034,3.5823608607354824,3.060462886896411,3.5947061278466745,0.0,0.0,2010-04-24,5,2010,4
